"Crop (code)","Crop","Administrative level 1 (code)","Administrative level 1","Year","Value","Flag"
"236","Soybeans","2230","Lagos","2002","",".."
"236","Soybeans","2230","Lagos","2001","",".."
"236","Soybeans","2230","Lagos","2000","",".."
"236","Soybeans","2230","Lagos","1999","",".."
"236","Soybeans","2230","Lagos","1998","",".."
"236","Soybeans","2230","Lagos","1997","",".."
"236","Soybeans","2230","Lagos","2009","",".."
"236","Soybeans","2230","Lagos","2010","",".."
"236","Soybeans","2230","Lagos","2011","640",""
"236","Soybeans","2230","Lagos","2012","800",""
"236","Soybeans","2230","Lagos","2005","",".."
"236","Soybeans","2230","Lagos","2006","",".."
"236","Soybeans","2230","Lagos","2007","",".."
"236","Soybeans","2230","Lagos","2008","",".."
"236","Soybeans","65705","Nassarawa","1999","",".."
"236","Soybeans","65705","Nassarawa","2000","",".."
"236","Soybeans","65705","Nassarawa","2001","",".."
"236","Soybeans","65705","Nassarawa","2002","",".."
"236","Soybeans","65705","Nassarawa","1995","",".."
"236","Soybeans","65705","Nassarawa","1996","",".."
"236","Soybeans","65705","Nassarawa","1997","",".."
"236","Soybeans","65705","Nassarawa","1998","",".."
"236","Soybeans","65705","Nassarawa","2008","",".."
"236","Soybeans","65705","Nassarawa","2007","",".."
"236","Soybeans","65705","Nassarawa","2010","1620",""
"236","Soybeans","65705","Nassarawa","2009","",".."
"236","Soybeans","65705","Nassarawa","2004","",".."
"236","Soybeans","65705","Nassarawa","2003","",".."
"236","Soybeans","65705","Nassarawa","2006","",".."
"236","Soybeans","65705","Nassarawa","2005","",".."
"236","Soybeans","2231","Niger","1998","",".."
"236","Soybeans","2231","Niger","1997","",".."
"236","Soybeans","2231","Niger","2000","",".."
"236","Soybeans","2231","Niger","1999","",".."
"236","Soybeans","65705","Nassarawa","2012","30000",""
"236","Soybeans","65705","Nassarawa","2011","6470",""
"236","Soybeans","2231","Niger","1996","",".."
"236","Soybeans","2231","Niger","1995","",".."
"236","Soybeans","2225","Kano","2001","",".."
"236","Soybeans","2225","Kano","2002","",".."
"236","Soybeans","2225","Kano","1999","",".."
"236","Soybeans","2225","Kano","2000","",".."
"236","Soybeans","2225","Kano","2005","",".."
"236","Soybeans","2225","Kano","2006","34490",""
"236","Soybeans","2225","Kano","2003","",".."
"236","Soybeans","2225","Kano","2004","",".."
"236","Soybeans","2225","Kano","2009","43810",""
"236","Soybeans","2225","Kano","2010","31460",""
"236","Soybeans","2225","Kano","2007","43810",""
"236","Soybeans","2225","Kano","2008","33750",""
"236","Soybeans","2226","Katsina","1995","",".."
"236","Soybeans","2226","Katsina","1996","",".."
"236","Soybeans","2225","Kano","2011","60260",""
"236","Soybeans","2225","Kano","2012","61000",""
"236","Soybeans","2226","Katsina","2000","",".."
"236","Soybeans","2226","Katsina","1999","",".."
"236","Soybeans","2226","Katsina","1998","",".."
"236","Soybeans","2226","Katsina","1997","",".."
"236","Soybeans","2226","Katsina","2004","",".."
"236","Soybeans","2226","Katsina","2003","",".."
"236","Soybeans","2226","Katsina","2002","",".."
"236","Soybeans","2226","Katsina","2001","",".."
"236","Soybeans","2226","Katsina","2008","19390",""
"236","Soybeans","2226","Katsina","2007","14200",""
"236","Soybeans","2226","Katsina","2006","19300",""
"236","Soybeans","2226","Katsina","2005","",".."
"236","Soybeans","2226","Katsina","2012","35800",""
"236","Soybeans","2226","Katsina","2011","35020",""
"236","Soybeans","2226","Katsina","2010","10200",""
"236","Soybeans","2226","Katsina","2009","14200",""
"236","Soybeans","2227","Kebbi","1995","",".."
"236","Soybeans","2227","Kebbi","1996","",".."
"236","Soybeans","2227","Kebbi","1997","",".."
"236","Soybeans","2227","Kebbi","1998","",".."
"236","Soybeans","2227","Kebbi","1999","",".."
"236","Soybeans","2227","Kebbi","2000","",".."
"236","Soybeans","2227","Kebbi","2001","",".."
"236","Soybeans","2227","Kebbi","2002","",".."
"236","Soybeans","2227","Kebbi","2003","",".."
"236","Soybeans","2227","Kebbi","2004","",".."
"236","Soybeans","2227","Kebbi","2005","",".."
"236","Soybeans","2227","Kebbi","2006","",".."
"236","Soybeans","2227","Kebbi","2007","",".."
"236","Soybeans","2227","Kebbi","2008","",".."
"236","Soybeans","2227","Kebbi","2009","",".."
"236","Soybeans","2227","Kebbi","2010","10310",""
"236","Soybeans","2227","Kebbi","2012","5100",""
"236","Soybeans","2227","Kebbi","2011","4090",""
"236","Soybeans","2228","Kogi","1996","",".."
"236","Soybeans","2228","Kogi","1995","",".."
"236","Soybeans","2228","Kogi","1998","",".."
"236","Soybeans","2228","Kogi","1997","",".."
"236","Soybeans","2228","Kogi","2000","",".."
"236","Soybeans","2228","Kogi","1999","",".."
"236","Soybeans","2228","Kogi","2002","",".."
"236","Soybeans","2228","Kogi","2001","",".."
"236","Soybeans","2228","Kogi","2004","",".."
"236","Soybeans","2228","Kogi","2003","",".."
"236","Soybeans","2228","Kogi","2006","",".."
"236","Soybeans","2228","Kogi","2005","",".."
"236","Soybeans","2228","Kogi","2008","",".."
"236","Soybeans","2228","Kogi","2007","",".."
"289","Sesame seed","2216","Borno","2007","2400",""
"289","Sesame seed","2216","Borno","2008","2410",""
"289","Sesame seed","2216","Borno","2009","2370",""
"289","Sesame seed","2216","Borno","2010","",".."
"289","Sesame seed","2216","Borno","2003","",".."
"289","Sesame seed","2216","Borno","2004","",".."
"289","Sesame seed","2216","Borno","2005","",".."
"289","Sesame seed","2216","Borno","2006","2390",""
"289","Sesame seed","2216","Borno","1999","",".."
"289","Sesame seed","2216","Borno","2000","",".."
"289","Sesame seed","2216","Borno","2001","",".."
"289","Sesame seed","2216","Borno","2002","",".."
"289","Sesame seed","2216","Borno","1995","",".."
"289","Sesame seed","2216","Borno","1996","",".."
"289","Sesame seed","2216","Borno","1997","",".."
"289","Sesame seed","2216","Borno","1998","",".."
"289","Sesame seed","2215","Benue","2010","29470",""
"289","Sesame seed","2215","Benue","2009","15140",""
"289","Sesame seed","2215","Benue","2012","118400",""
"289","Sesame seed","2215","Benue","2011","50765",""
"289","Sesame seed","2215","Benue","2006","15370",""
"289","Sesame seed","2215","Benue","2005","",".."
"289","Sesame seed","2215","Benue","2008","15380",""
"289","Sesame seed","2215","Benue","2007","15440",""
"289","Sesame seed","2215","Benue","2002","",".."
"289","Sesame seed","2215","Benue","2001","",".."
"289","Sesame seed","2215","Benue","2004","",".."
"289","Sesame seed","2215","Benue","2003","",".."
"289","Sesame seed","2215","Benue","1998","",".."
"289","Sesame seed","2215","Benue","1997","",".."
"289","Sesame seed","2215","Benue","2000","",".."
"289","Sesame seed","2215","Benue","1999","",".."
"289","Sesame seed","2218","Delta","2005","","."
"289","Sesame seed","2218","Delta","2006","","."
"289","Sesame seed","2218","Delta","2003","","."
"289","Sesame seed","2218","Delta","2004","","."
"289","Sesame seed","2218","Delta","2001","","."
"289","Sesame seed","2218","Delta","2002","","."
"289","Sesame seed","2218","Delta","1999","","."
"289","Sesame seed","2218","Delta","2000","","."
"289","Sesame seed","2218","Delta","1997","","."
"289","Sesame seed","2218","Delta","1998","","."
"289","Sesame seed","2218","Delta","1995","","."
"289","Sesame seed","2218","Delta","1996","","."
"289","Sesame seed","2217","Cross River","2011","","."
"289","Sesame seed","2217","Cross River","2012","","."
"289","Sesame seed","2217","Cross River","2009","","."
"289","Sesame seed","2217","Cross River","2010","","."
"289","Sesame seed","2217","Cross River","2008","","."
"289","Sesame seed","2217","Cross River","2007","","."
"289","Sesame seed","2217","Cross River","2006","","."
"289","Sesame seed","2217","Cross River","2005","","."
"289","Sesame seed","2217","Cross River","2004","","."
"289","Sesame seed","2217","Cross River","2003","","."
"289","Sesame seed","2217","Cross River","2002","","."
"289","Sesame seed","2217","Cross River","2001","","."
"289","Sesame seed","2217","Cross River","2000","","."
"289","Sesame seed","2217","Cross River","1999","","."
"289","Sesame seed","2217","Cross River","1998","","."
"289","Sesame seed","2217","Cross River","1997","","."
"289","Sesame seed","2217","Cross River","1996","","."
"289","Sesame seed","2217","Cross River","1995","","."
"289","Sesame seed","2216","Borno","2012","3500",""
"289","Sesame seed","2216","Borno","2011","",".."
"289","Sesame seed","2213","Anambra","2011","","."
"289","Sesame seed","2213","Anambra","2012","","."
"289","Sesame seed","65699","Bauchi","1995","",".."
"289","Sesame seed","65699","Bauchi","1996","",".."
"289","Sesame seed","65699","Bauchi","1997","",".."
"289","Sesame seed","65699","Bauchi","1998","",".."
"289","Sesame seed","65699","Bauchi","1999","",".."
"289","Sesame seed","65699","Bauchi","2000","",".."
"289","Sesame seed","2213","Anambra","2003","","."
"289","Sesame seed","2213","Anambra","2004","","."
"289","Sesame seed","2213","Anambra","2005","","."
"289","Sesame seed","2213","Anambra","2006","","."
"289","Sesame seed","2213","Anambra","2007","","."
"289","Sesame seed","2213","Anambra","2008","","."
"289","Sesame seed","2213","Anambra","2009","","."
"289","Sesame seed","2213","Anambra","2010","20",""
"289","Sesame seed","2213","Anambra","1996","","."
"289","Sesame seed","2213","Anambra","1995","","."
"289","Sesame seed","2213","Anambra","1998","","."
"289","Sesame seed","2213","Anambra","1997","","."
"289","Sesame seed","2213","Anambra","2000","","."
"289","Sesame seed","2213","Anambra","1999","","."
"289","Sesame seed","2213","Anambra","2002","","."
"289","Sesame seed","2213","Anambra","2001","","."
"289","Sesame seed","2212","Akwa Ibom","2006","","."
"289","Sesame seed","2212","Akwa Ibom","2005","","."
"289","Sesame seed","2212","Akwa Ibom","2008","","."
"289","Sesame seed","2212","Akwa Ibom","2007","","."
"289","Sesame seed","2212","Akwa Ibom","2010","","."
"289","Sesame seed","2212","Akwa Ibom","2009","","."
"289","Sesame seed","2212","Akwa Ibom","2012","","."
"289","Sesame seed","2212","Akwa Ibom","2011","","."
"289","Sesame seed","65700","Bayelsa","2009","","."
"289","Sesame seed","65700","Bayelsa","2010","","."
"289","Sesame seed","65700","Bayelsa","2007","","."
"289","Sesame seed","65700","Bayelsa","2008","","."
"289","Sesame seed","2215","Benue","1995","",".."
"289","Sesame seed","2215","Benue","1996","",".."
"289","Sesame seed","65700","Bayelsa","2011","","."
"289","Sesame seed","65700","Bayelsa","2012","","."
"289","Sesame seed","65700","Bayelsa","2001","","."
"289","Sesame seed","65700","Bayelsa","2002","","."
"289","Sesame seed","65700","Bayelsa","1999","","."
"289","Sesame seed","65700","Bayelsa","2000","","."
"289","Sesame seed","65700","Bayelsa","2005","","."
"289","Sesame seed","65700","Bayelsa","2006","","."
"289","Sesame seed","65700","Bayelsa","2003","","."
"289","Sesame seed","65700","Bayelsa","2004","","."
"289","Sesame seed","65699","Bauchi","2012","10300",""
"289","Sesame seed","65699","Bauchi","2011","9307",""
"289","Sesame seed","65699","Bauchi","2010","5700",""
"289","Sesame seed","65699","Bauchi","2009","3610",""
"289","Sesame seed","65700","Bayelsa","1998","","."
"289","Sesame seed","65700","Bayelsa","1997","","."
"289","Sesame seed","65700","Bayelsa","1996","","."
"289","Sesame seed","65700","Bayelsa","1995","","."
"289","Sesame seed","65699","Bauchi","2004","",".."
"289","Sesame seed","65699","Bauchi","2003","",".."
"289","Sesame seed","65699","Bauchi","2002","",".."
"289","Sesame seed","65699","Bauchi","2001","",".."
"289","Sesame seed","65699","Bauchi","2008","3670",""
"289","Sesame seed","65699","Bauchi","2007","3940",""
"289","Sesame seed","65699","Bauchi","2006","3640",""
"289","Sesame seed","65699","Bauchi","2005","",".."
"289","Sesame seed","65698","Abia","1998","","."
"289","Sesame seed","65698","Abia","1997","","."
"289","Sesame seed","65698","Abia","2000","","."
"289","Sesame seed","65698","Abia","1999","","."
"236","Soybeans","2221","FCT, Abuja","2012","5000",""
"236","Soybeans","2221","FCT, Abuja","2011","4890",""
"289","Sesame seed","65698","Abia","1996","","."
"289","Sesame seed","65698","Abia","1995","","."
"289","Sesame seed","65698","Abia","2006","","."
"289","Sesame seed","65698","Abia","2005","","."
"289","Sesame seed","65698","Abia","2008","","."
"289","Sesame seed","65698","Abia","2007","","."
"289","Sesame seed","65698","Abia","2002","","."
"289","Sesame seed","65698","Abia","2001","","."
"289","Sesame seed","65698","Abia","2004","","."
"289","Sesame seed","65698","Abia","2003","","."
"236","Soybeans","2221","FCT, Abuja","1999","",".."
"236","Soybeans","2221","FCT, Abuja","2000","",".."
"236","Soybeans","2221","FCT, Abuja","2001","",".."
"236","Soybeans","2221","FCT, Abuja","2002","",".."
"236","Soybeans","2221","FCT, Abuja","1995","",".."
"236","Soybeans","2221","FCT, Abuja","1996","",".."
"236","Soybeans","2221","FCT, Abuja","1997","",".."
"236","Soybeans","2221","FCT, Abuja","1998","",".."
"236","Soybeans","2221","FCT, Abuja","2007","3470",""
"236","Soybeans","2221","FCT, Abuja","2008","4330",""
"236","Soybeans","2221","FCT, Abuja","2009","3470",""
"236","Soybeans","2221","FCT, Abuja","2010","2490",""
"236","Soybeans","2221","FCT, Abuja","2003","",".."
"236","Soybeans","2221","FCT, Abuja","2004","",".."
"236","Soybeans","2221","FCT, Abuja","2005","",".."
"236","Soybeans","2221","FCT, Abuja","2006","4300",""
"289","Sesame seed","2212","Akwa Ibom","1996","","."
"289","Sesame seed","2212","Akwa Ibom","1995","","."
"289","Sesame seed","2211","Adamawa","2012","17000",""
"289","Sesame seed","2211","Adamawa","2011","",".."
"289","Sesame seed","2211","Adamawa","2010","1080",""
"289","Sesame seed","2211","Adamawa","2009","1390",""
"289","Sesame seed","2211","Adamawa","2008","1410",""
"289","Sesame seed","2211","Adamawa","2007","1560",""
"289","Sesame seed","2212","Akwa Ibom","2004","","."
"289","Sesame seed","2212","Akwa Ibom","2003","","."
"289","Sesame seed","2212","Akwa Ibom","2002","","."
"289","Sesame seed","2212","Akwa Ibom","2001","","."
"289","Sesame seed","2212","Akwa Ibom","2000","","."
"289","Sesame seed","2212","Akwa Ibom","1999","","."
"289","Sesame seed","2212","Akwa Ibom","1998","","."
"289","Sesame seed","2212","Akwa Ibom","1997","","."
"289","Sesame seed","2211","Adamawa","1997","",".."
"289","Sesame seed","2211","Adamawa","1998","",".."
"289","Sesame seed","2211","Adamawa","1995","",".."
"289","Sesame seed","2211","Adamawa","1996","",".."
"289","Sesame seed","65698","Abia","2011","","."
"289","Sesame seed","65698","Abia","2012","","."
"289","Sesame seed","65698","Abia","2009","","."
"289","Sesame seed","65698","Abia","2010","","."
"289","Sesame seed","2211","Adamawa","2005","",".."
"289","Sesame seed","2211","Adamawa","2006","1340",""
"289","Sesame seed","2211","Adamawa","2003","",".."
"289","Sesame seed","2211","Adamawa","2004","",".."
"289","Sesame seed","2211","Adamawa","2001","",".."
"289","Sesame seed","2211","Adamawa","2002","",".."
"289","Sesame seed","2211","Adamawa","1999","",".."
"289","Sesame seed","2211","Adamawa","2000","",".."
"236","Soybeans","2239","Taraba","2002","",".."
"236","Soybeans","2239","Taraba","2001","",".."
"236","Soybeans","2239","Taraba","2004","",".."
"236","Soybeans","2239","Taraba","2003","",".."
"236","Soybeans","2239","Taraba","2006","",".."
"236","Soybeans","2239","Taraba","2005","",".."
"236","Soybeans","2239","Taraba","2008","",".."
"236","Soybeans","2239","Taraba","2007","",".."
"236","Soybeans","2239","Taraba","2010","",".."
"236","Soybeans","2239","Taraba","2009","",".."
"236","Soybeans","2239","Taraba","2012","54000",""
"236","Soybeans","2239","Taraba","2011","52320",""
"236","Soybeans","2240","Yobe","1996","",".."
"236","Soybeans","2240","Yobe","1995","",".."
"236","Soybeans","2240","Yobe","1998","",".."
"236","Soybeans","2240","Yobe","1997","",".."
"236","Soybeans","65709","Sokoto","2003","",".."
"236","Soybeans","65709","Sokoto","2004","",".."
"236","Soybeans","65709","Sokoto","2005","",".."
"236","Soybeans","65709","Sokoto","2006","",".."
"236","Soybeans","65709","Sokoto","2007","",".."
"236","Soybeans","65709","Sokoto","2008","",".."
"236","Soybeans","65709","Sokoto","2009","",".."
"236","Soybeans","65709","Sokoto","2010","",".."
"236","Soybeans","65709","Sokoto","2011","7690",""
"236","Soybeans","65709","Sokoto","2012","8000",""
"236","Soybeans","2239","Taraba","1995","",".."
"236","Soybeans","2239","Taraba","1996","",".."
"236","Soybeans","2239","Taraba","1997","",".."
"236","Soybeans","2239","Taraba","1998","",".."
"236","Soybeans","2239","Taraba","1999","",".."
"236","Soybeans","2239","Taraba","2000","",".."
"236","Soybeans","65710","Zamfara","2000","",".."
"236","Soybeans","65710","Zamfara","1999","",".."
"236","Soybeans","65710","Zamfara","1998","",".."
"236","Soybeans","65710","Zamfara","1997","",".."
"236","Soybeans","65710","Zamfara","2004","",".."
"236","Soybeans","65710","Zamfara","2003","",".."
"236","Soybeans","65710","Zamfara","2002","",".."
"236","Soybeans","65710","Zamfara","2001","",".."
"236","Soybeans","65710","Zamfara","2008","3450",""
"236","Soybeans","65710","Zamfara","2007","3300",""
"236","Soybeans","65710","Zamfara","2006","3300",""
"236","Soybeans","65710","Zamfara","2005","",".."
"236","Soybeans","65710","Zamfara","2012","5000",""
"236","Soybeans","65710","Zamfara","2011","4440",""
"236","Soybeans","65710","Zamfara","2010","3370",""
"236","Soybeans","65710","Zamfara","2009","3300",""
"236","Soybeans","2240","Yobe","2001","",".."
"236","Soybeans","2240","Yobe","2002","",".."
"236","Soybeans","2240","Yobe","1999","",".."
"236","Soybeans","2240","Yobe","2000","",".."
"236","Soybeans","2240","Yobe","2005","",".."
"236","Soybeans","2240","Yobe","2006","",".."
"236","Soybeans","2240","Yobe","2003","",".."
"236","Soybeans","2240","Yobe","2004","",".."
"236","Soybeans","2240","Yobe","2009","",".."
"236","Soybeans","2240","Yobe","2010","",".."
"236","Soybeans","2240","Yobe","2007","",".."
"236","Soybeans","2240","Yobe","2008","",".."
"236","Soybeans","65710","Zamfara","1995","",".."
"236","Soybeans","65710","Zamfara","1996","",".."
"236","Soybeans","2240","Yobe","2011","",".."
"236","Soybeans","2240","Yobe","2012","",".."
"289","Sesame seed","2229","Kwara","2006","",".."
"289","Sesame seed","2229","Kwara","2005","",".."
"289","Sesame seed","2229","Kwara","2008","",".."
"289","Sesame seed","2229","Kwara","2007","",".."
"289","Sesame seed","2229","Kwara","2010","",".."
"289","Sesame seed","2229","Kwara","2009","",".."
"289","Sesame seed","2229","Kwara","2012","18900",""
"289","Sesame seed","2229","Kwara","2011","8907",""
"289","Sesame seed","2229","Kwara","1998","",".."
"289","Sesame seed","2229","Kwara","1997","",".."
"289","Sesame seed","2229","Kwara","2000","",".."
"289","Sesame seed","2229","Kwara","1999","",".."
"289","Sesame seed","2229","Kwara","2002","",".."
"289","Sesame seed","2229","Kwara","2001","",".."
"289","Sesame seed","2229","Kwara","2004","",".."
"289","Sesame seed","2229","Kwara","2003","",".."
"289","Sesame seed","2230","Lagos","2003","","."
"289","Sesame seed","2230","Lagos","2004","","."
"289","Sesame seed","2230","Lagos","2005","","."
"289","Sesame seed","2230","Lagos","2006","","."
"289","Sesame seed","2230","Lagos","2007","","."
"289","Sesame seed","2230","Lagos","2008","","."
"289","Sesame seed","2230","Lagos","2009","","."
"289","Sesame seed","2230","Lagos","2010","","."
"289","Sesame seed","2230","Lagos","1995","","."
"289","Sesame seed","2230","Lagos","1996","","."
"289","Sesame seed","2230","Lagos","1997","","."
"289","Sesame seed","2230","Lagos","1998","","."
"289","Sesame seed","2230","Lagos","1999","","."
"289","Sesame seed","2230","Lagos","2000","","."
"289","Sesame seed","2230","Lagos","2001","","."
"289","Sesame seed","2230","Lagos","2002","","."
"289","Sesame seed","2227","Kebbi","2012","",".."
"289","Sesame seed","2227","Kebbi","2011","8602",""
"289","Sesame seed","2227","Kebbi","2010","4850",""
"289","Sesame seed","2227","Kebbi","2009","3570",""
"289","Sesame seed","2228","Kogi","1998","",".."
"289","Sesame seed","2228","Kogi","1997","",".."
"289","Sesame seed","2228","Kogi","1996","",".."
"289","Sesame seed","2228","Kogi","1995","",".."
"289","Sesame seed","2227","Kebbi","2004","",".."
"289","Sesame seed","2227","Kebbi","2003","",".."
"289","Sesame seed","2227","Kebbi","2002","",".."
"289","Sesame seed","2227","Kebbi","2001","",".."
"289","Sesame seed","2227","Kebbi","2008","3630",""
"289","Sesame seed","2227","Kebbi","2007","2160",""
"289","Sesame seed","2227","Kebbi","2006","2180",""
"289","Sesame seed","2227","Kebbi","2005","",".."
"289","Sesame seed","2228","Kogi","2009","2570",""
"289","Sesame seed","2228","Kogi","2010","1340",""
"289","Sesame seed","2228","Kogi","2007","2610",""
"289","Sesame seed","2228","Kogi","2008","2610",""
