"Crop (code)","Crop","Administrative level 1 (code)","Administrative level 1","Year","Value","Flag"
"388","Tomatoes","65709","Sokoto","1999","",".."
"388","Tomatoes","65709","Sokoto","2000","",".."
"388","Tomatoes","65709","Sokoto","2001","",".."
"388","Tomatoes","65709","Sokoto","2002","",".."
"388","Tomatoes","65709","Sokoto","1995","",".."
"388","Tomatoes","65709","Sokoto","1996","",".."
"388","Tomatoes","65709","Sokoto","1997","",".."
"388","Tomatoes","65709","Sokoto","1998","",".."
"388","Tomatoes","65708","Rivers","2009","",".."
"388","Tomatoes","65708","Rivers","2010","",".."
"388","Tomatoes","65708","Rivers","2011","",".."
"388","Tomatoes","65708","Rivers","2012","",".."
"388","Tomatoes","65708","Rivers","2005","",".."
"388","Tomatoes","65708","Rivers","2006","",".."
"388","Tomatoes","65708","Rivers","2007","",".."
"388","Tomatoes","65708","Rivers","2008","",".."
"388","Tomatoes","2239","Taraba","1998","",".."
"388","Tomatoes","2239","Taraba","1997","",".."
"388","Tomatoes","2239","Taraba","2000","",".."
"388","Tomatoes","2239","Taraba","1999","",".."
"388","Tomatoes","65709","Sokoto","2012","48200",""
"388","Tomatoes","65709","Sokoto","2011","47090",""
"388","Tomatoes","2239","Taraba","1996","",".."
"388","Tomatoes","2239","Taraba","1995","",".."
"388","Tomatoes","65709","Sokoto","2008","",".."
"388","Tomatoes","65709","Sokoto","2007","",".."
"388","Tomatoes","65709","Sokoto","2010","",".."
"388","Tomatoes","65709","Sokoto","2009","",".."
"388","Tomatoes","65709","Sokoto","2004","",".."
"388","Tomatoes","65709","Sokoto","2003","",".."
"388","Tomatoes","65709","Sokoto","2006","",".."
"388","Tomatoes","65709","Sokoto","2005","",".."
"388","Tomatoes","2240","Yobe","1997","",".."
"388","Tomatoes","2240","Yobe","1998","",".."
"388","Tomatoes","2240","Yobe","1995","",".."
"388","Tomatoes","2240","Yobe","1996","",".."
"388","Tomatoes","2239","Taraba","2011","4190",""
"388","Tomatoes","2239","Taraba","2012","7400",""
"388","Tomatoes","2239","Taraba","2009","",".."
"388","Tomatoes","2239","Taraba","2010","",".."
"388","Tomatoes","2239","Taraba","2007","",".."
"388","Tomatoes","2239","Taraba","2008","",".."
"388","Tomatoes","2239","Taraba","2005","",".."
"388","Tomatoes","2239","Taraba","2006","",".."
"388","Tomatoes","2239","Taraba","2003","",".."
"388","Tomatoes","2239","Taraba","2004","",".."
"388","Tomatoes","2239","Taraba","2001","",".."
"388","Tomatoes","2239","Taraba","2002","",".."
"388","Tomatoes","65710","Zamfara","1996","",".."
"388","Tomatoes","65710","Zamfara","1995","",".."
"388","Tomatoes","2240","Yobe","2012","13000",""
"388","Tomatoes","2240","Yobe","2011","13980",""
"388","Tomatoes","2240","Yobe","2010","",".."
"388","Tomatoes","2240","Yobe","2009","",".."
"388","Tomatoes","2240","Yobe","2008","",".."
"388","Tomatoes","2240","Yobe","2007","",".."
"388","Tomatoes","2240","Yobe","2006","",".."
"388","Tomatoes","2240","Yobe","2005","",".."
"388","Tomatoes","2240","Yobe","2004","",".."
"388","Tomatoes","2240","Yobe","2003","",".."
"388","Tomatoes","2240","Yobe","2002","",".."
"388","Tomatoes","2240","Yobe","2001","",".."
"388","Tomatoes","2240","Yobe","2000","",".."
"388","Tomatoes","2240","Yobe","1999","",".."
"388","Tomatoes","2234","Osun","2003","",".."
"388","Tomatoes","2234","Osun","2004","",".."
"388","Tomatoes","2234","Osun","2005","",".."
"388","Tomatoes","2234","Osun","2006","",".."
"388","Tomatoes","2234","Osun","2007","",".."
"388","Tomatoes","2234","Osun","2008","",".."
"388","Tomatoes","2234","Osun","2009","",".."
"388","Tomatoes","2234","Osun","2010","",".."
"388","Tomatoes","2234","Osun","1995","",".."
"388","Tomatoes","2234","Osun","1996","",".."
"388","Tomatoes","2234","Osun","1997","",".."
"388","Tomatoes","2234","Osun","1998","",".."
"388","Tomatoes","2234","Osun","1999","",".."
"388","Tomatoes","2234","Osun","2000","",".."
"388","Tomatoes","2234","Osun","2001","",".."
"388","Tomatoes","2234","Osun","2002","",".."
"388","Tomatoes","2235","Oyo","2002","",".."
"388","Tomatoes","2235","Oyo","2001","",".."
"388","Tomatoes","2235","Oyo","2004","",".."
"388","Tomatoes","2235","Oyo","2003","",".."
"388","Tomatoes","2235","Oyo","2006","",".."
"388","Tomatoes","2235","Oyo","2005","",".."
"388","Tomatoes","2235","Oyo","2008","",".."
"388","Tomatoes","2235","Oyo","2007","",".."
"388","Tomatoes","2234","Osun","2012","6900",""
"388","Tomatoes","2234","Osun","2011","8120",""
"388","Tomatoes","2235","Oyo","1996","",".."
"388","Tomatoes","2235","Oyo","1995","",".."
"388","Tomatoes","2235","Oyo","1998","",".."
"388","Tomatoes","2235","Oyo","1997","",".."
"388","Tomatoes","2235","Oyo","2000","",".."
"388","Tomatoes","2235","Oyo","1999","",".."
"388","Tomatoes","65707","Plateau","2001","",".."
"388","Tomatoes","65707","Plateau","2002","",".."
"388","Tomatoes","65707","Plateau","1999","",".."
"388","Tomatoes","65707","Plateau","2000","",".."
"388","Tomatoes","65707","Plateau","2005","",".."
"388","Tomatoes","65707","Plateau","2006","",".."
"388","Tomatoes","65707","Plateau","2003","",".."
"388","Tomatoes","65707","Plateau","2004","",".."
"388","Tomatoes","2235","Oyo","2011","10250",""
"388","Tomatoes","2235","Oyo","2012","5700",""
"388","Tomatoes","2235","Oyo","2009","",".."
"388","Tomatoes","2235","Oyo","2010","",".."
"388","Tomatoes","65707","Plateau","1997","",".."
"388","Tomatoes","65707","Plateau","1998","",".."
"388","Tomatoes","65707","Plateau","1995","",".."
"388","Tomatoes","65707","Plateau","1996","",".."
"388","Tomatoes","65708","Rivers","2000","",".."
"388","Tomatoes","65708","Rivers","1999","",".."
"388","Tomatoes","65708","Rivers","1998","",".."
"388","Tomatoes","65708","Rivers","1997","",".."
"388","Tomatoes","65708","Rivers","2004","",".."
"388","Tomatoes","65708","Rivers","2003","",".."
"388","Tomatoes","65708","Rivers","2002","",".."
"388","Tomatoes","65708","Rivers","2001","",".."
"388","Tomatoes","65707","Plateau","2010","",".."
"388","Tomatoes","65707","Plateau","2009","",".."
"388","Tomatoes","65707","Plateau","2008","",".."
"388","Tomatoes","65707","Plateau","2007","",".."
"388","Tomatoes","65708","Rivers","1996","",".."
"388","Tomatoes","65708","Rivers","1995","",".."
"388","Tomatoes","65707","Plateau","2012","4100",""
"388","Tomatoes","65707","Plateau","2011","2060",""
"388","Tomatoes","65710","Zamfara","1998","",".."
"388","Tomatoes","65710","Zamfara","1997","",".."
"388","Tomatoes","65710","Zamfara","2000","",".."
"388","Tomatoes","65710","Zamfara","1999","",".."
"388","Tomatoes","65710","Zamfara","2002","",".."
"388","Tomatoes","65710","Zamfara","2001","",".."
"388","Tomatoes","65710","Zamfara","2004","",".."
"388","Tomatoes","65710","Zamfara","2003","",".."
"388","Tomatoes","65710","Zamfara","2006","",".."
"388","Tomatoes","65710","Zamfara","2005","",".."
"388","Tomatoes","65710","Zamfara","2008","",".."
"388","Tomatoes","65710","Zamfara","2007","",".."
"388","Tomatoes","65710","Zamfara","2010","",".."
"388","Tomatoes","65710","Zamfara","2009","",".."
"388","Tomatoes","65710","Zamfara","2012","40300",""
"388","Tomatoes","65710","Zamfara","2011","28050",""
"388","Tomatoes","2221","FCT, Abuja","1995","",".."
"388","Tomatoes","2221","FCT, Abuja","1996","",".."
"388","Tomatoes","2221","FCT, Abuja","1997","",".."
"388","Tomatoes","2221","FCT, Abuja","1998","",".."
"388","Tomatoes","2221","FCT, Abuja","1999","",".."
"388","Tomatoes","2221","FCT, Abuja","2000","",".."
"388","Tomatoes","2221","FCT, Abuja","2001","",".."
"388","Tomatoes","2221","FCT, Abuja","2002","",".."
"388","Tomatoes","2221","FCT, Abuja","2003","",".."
"388","Tomatoes","2221","FCT, Abuja","2004","",".."
"388","Tomatoes","2221","FCT, Abuja","2005","",".."
"388","Tomatoes","2221","FCT, Abuja","2006","",".."
"388","Tomatoes","2221","FCT, Abuja","2007","",".."
"388","Tomatoes","2221","FCT, Abuja","2008","",".."
"388","Tomatoes","2221","FCT, Abuja","2009","",".."
"388","Tomatoes","2221","FCT, Abuja","2010","",".."
"388","Tomatoes","2221","FCT, Abuja","2012","2400",""
"388","Tomatoes","2221","FCT, Abuja","2011","1440",""
"388","Tomatoes","2226","Katsina","1996","",".."
"388","Tomatoes","2226","Katsina","1995","",".."
"388","Tomatoes","2225","Kano","2012","2300",""
"388","Tomatoes","2225","Kano","2011","310",""
"388","Tomatoes","2225","Kano","2010","",".."
"388","Tomatoes","2225","Kano","2009","",".."
"388","Tomatoes","2225","Kano","2008","",".."
"388","Tomatoes","2225","Kano","2007","",".."
"388","Tomatoes","2225","Kano","2006","",".."
"388","Tomatoes","2225","Kano","2005","",".."
"388","Tomatoes","2225","Kano","2004","",".."
"388","Tomatoes","2225","Kano","2003","",".."
"388","Tomatoes","2225","Kano","2002","",".."
"388","Tomatoes","2225","Kano","2001","",".."
"388","Tomatoes","2225","Kano","2000","",".."
"388","Tomatoes","2225","Kano","1999","",".."
"388","Tomatoes","2225","Kano","1997","",".."
"388","Tomatoes","2225","Kano","1998","",".."
"388","Tomatoes","2225","Kano","1995","",".."
"388","Tomatoes","2225","Kano","1996","",".."
"388","Tomatoes","2224","Kaduna","2011","5960",""
"388","Tomatoes","2224","Kaduna","2012","7500",""
"388","Tomatoes","2224","Kaduna","2009","",".."
"388","Tomatoes","2224","Kaduna","2010","",".."
"388","Tomatoes","2224","Kaduna","2007","",".."
"388","Tomatoes","2224","Kaduna","2008","",".."
"388","Tomatoes","2224","Kaduna","2005","",".."
"388","Tomatoes","2224","Kaduna","2006","",".."
"388","Tomatoes","2224","Kaduna","2003","",".."
"388","Tomatoes","2224","Kaduna","2004","",".."
"388","Tomatoes","2224","Kaduna","2001","",".."
"388","Tomatoes","2224","Kaduna","2002","",".."
"388","Tomatoes","2227","Kebbi","2008","",".."
"388","Tomatoes","2227","Kebbi","2007","",".."
"388","Tomatoes","2227","Kebbi","2010","",".."
"388","Tomatoes","2227","Kebbi","2009","",".."
"388","Tomatoes","2227","Kebbi","2004","",".."
"388","Tomatoes","2227","Kebbi","2003","",".."
"388","Tomatoes","2227","Kebbi","2006","",".."
"388","Tomatoes","2227","Kebbi","2005","",".."
"388","Tomatoes","2227","Kebbi","2000","",".."
"388","Tomatoes","2227","Kebbi","1999","",".."
"388","Tomatoes","2227","Kebbi","2002","",".."
"388","Tomatoes","2227","Kebbi","2001","",".."
"388","Tomatoes","2227","Kebbi","1996","",".."
"388","Tomatoes","2227","Kebbi","1995","",".."
"388","Tomatoes","2227","Kebbi","1998","",".."
"388","Tomatoes","2227","Kebbi","1997","",".."
"388","Tomatoes","2226","Katsina","2009","",".."
"388","Tomatoes","2226","Katsina","2010","",".."
"388","Tomatoes","2226","Katsina","2011","2150",""
"388","Tomatoes","2226","Katsina","2012","10200",""
"388","Tomatoes","2226","Katsina","2005","",".."
"388","Tomatoes","2226","Katsina","2006","",".."
"388","Tomatoes","2226","Katsina","2007","",".."
"388","Tomatoes","2226","Katsina","2008","",".."
"388","Tomatoes","2226","Katsina","2001","",".."
"388","Tomatoes","2226","Katsina","2002","",".."
"388","Tomatoes","2226","Katsina","2003","",".."
"388","Tomatoes","2226","Katsina","2004","",".."
"388","Tomatoes","2226","Katsina","1997","",".."
"388","Tomatoes","2226","Katsina","1998","",".."
"388","Tomatoes","2226","Katsina","1999","",".."
"388","Tomatoes","2226","Katsina","2000","",".."
"388","Tomatoes","2222","Imo","2000","",".."
"388","Tomatoes","2222","Imo","1999","",".."
"388","Tomatoes","2222","Imo","1998","",".."
"388","Tomatoes","2222","Imo","1997","",".."
"388","Tomatoes","2222","Imo","2004","",".."
"388","Tomatoes","2222","Imo","2003","",".."
"388","Tomatoes","2222","Imo","2002","",".."
"388","Tomatoes","2222","Imo","2001","",".."
"388","Tomatoes","65704","Gombe","2010","",".."
"388","Tomatoes","65704","Gombe","2009","",".."
"388","Tomatoes","65704","Gombe","2008","",".."
"388","Tomatoes","65704","Gombe","2007","",".."
"388","Tomatoes","2222","Imo","1996","",".."
"388","Tomatoes","2222","Imo","1995","",".."
"388","Tomatoes","65704","Gombe","2012","6000",""
"388","Tomatoes","65704","Gombe","2011","4990",""
"388","Tomatoes","65704","Gombe","2001","",".."
"388","Tomatoes","65704","Gombe","2002","",".."
"388","Tomatoes","65704","Gombe","1999","",".."
"388","Tomatoes","65704","Gombe","2000","",".."
"388","Tomatoes","65704","Gombe","2005","",".."
"388","Tomatoes","65704","Gombe","2006","",".."
"388","Tomatoes","65704","Gombe","2003","",".."
"388","Tomatoes","65704","Gombe","2004","",".."
"388","Tomatoes","65703","Enugu","2011","3830",""
"388","Tomatoes","65703","Enugu","2012","3200",""
"388","Tomatoes","65703","Enugu","2009","",".."
"388","Tomatoes","65703","Enugu","2010","",".."
"388","Tomatoes","65704","Gombe","1997","",".."
"388","Tomatoes","65704","Gombe","1998","",".."
"388","Tomatoes","65704","Gombe","1995","",".."
"388","Tomatoes","65704","Gombe","1996","",".."
"388","Tomatoes","2223","Jigawa","2012","",".."
"388","Tomatoes","2223","Jigawa","2011","",".."
"388","Tomatoes","2224","Kaduna","1996","",".."
"388","Tomatoes","2224","Kaduna","1995","",".."
"388","Tomatoes","2224","Kaduna","1998","",".."
"388","Tomatoes","2224","Kaduna","1997","",".."
"388","Tomatoes","2224","Kaduna","2000","",".."
"388","Tomatoes","2224","Kaduna","1999","",".."
"388","Tomatoes","2223","Jigawa","2004","",".."
"388","Tomatoes","2223","Jigawa","2003","",".."
"388","Tomatoes","2223","Jigawa","2006","",".."
"388","Tomatoes","2223","Jigawa","2005","",".."
"388","Tomatoes","2223","Jigawa","2008","",".."
"388","Tomatoes","2223","Jigawa","2007","",".."
"388","Tomatoes","2223","Jigawa","2010","",".."
"388","Tomatoes","2223","Jigawa","2009","",".."
"388","Tomatoes","2223","Jigawa","1995","",".."
"388","Tomatoes","2223","Jigawa","1996","",".."
"388","Tomatoes","2223","Jigawa","1997","",".."
"388","Tomatoes","2223","Jigawa","1998","",".."
"388","Tomatoes","2223","Jigawa","1999","",".."
"388","Tomatoes","2223","Jigawa","2000","",".."
"388","Tomatoes","2223","Jigawa","2001","",".."
"388","Tomatoes","2223","Jigawa","2002","",".."
"388","Tomatoes","2222","Imo","2005","",".."
"388","Tomatoes","2222","Imo","2006","",".."
"388","Tomatoes","2222","Imo","2007","",".."
"388","Tomatoes","2222","Imo","2008","",".."
"388","Tomatoes","2222","Imo","2009","",".."
"388","Tomatoes","2222","Imo","2010","",".."
"388","Tomatoes","2222","Imo","2011","4750",""
"388","Tomatoes","2222","Imo","2012","4800",""
"388","Tomatoes","2231","Niger","2007","",".."
"388","Tomatoes","2231","Niger","2008","",".."
"388","Tomatoes","2231","Niger","2005","",".."
"388","Tomatoes","2231","Niger","2006","",".."
"388","Tomatoes","2231","Niger","2003","",".."
"388","Tomatoes","2231","Niger","2004","",".."
"388","Tomatoes","2231","Niger","2001","",".."
"388","Tomatoes","2231","Niger","2002","",".."
"388","Tomatoes","2232","Ogun","1997","",".."
"388","Tomatoes","2232","Ogun","1998","",".."
"388","Tomatoes","2232","Ogun","1995","",".."
"388","Tomatoes","2232","Ogun","1996","",".."
"388","Tomatoes","2231","Niger","2011","16010",""
"388","Tomatoes","2231","Niger","2012","17700",""
"388","Tomatoes","2231","Niger","2009","",".."
"388","Tomatoes","2231","Niger","2010","",".."
"388","Tomatoes","65705","Nassarawa","2010","",".."
"388","Tomatoes","65705","Nassarawa","2009","",".."
"388","Tomatoes","65705","Nassarawa","2008","",".."
"388","Tomatoes","65705","Nassarawa","2007","",".."
"388","Tomatoes","65705","Nassarawa","2006","",".."
"388","Tomatoes","65705","Nassarawa","2005","",".."
"388","Tomatoes","65705","Nassarawa","2004","",".."
"388","Tomatoes","65705","Nassarawa","2003","",".."
"388","Tomatoes","2231","Niger","2000","",".."
"388","Tomatoes","2231","Niger","1999","",".."
"388","Tomatoes","2231","Niger","1998","",".."
"388","Tomatoes","2231","Niger","1997","",".."
"388","Tomatoes","2231","Niger","1996","",".."
"388","Tomatoes","2231","Niger","1995","",".."
"388","Tomatoes","65705","Nassarawa","2012","4500",""
"388","Tomatoes","65705","Nassarawa","2011","2000",""
"388","Tomatoes","65706","Ondo","2001","",".."
"388","Tomatoes","65706","Ondo","2002","",".."
"388","Tomatoes","65706","Ondo","2003","",".."
"388","Tomatoes","65706","Ondo","2004","",".."
"388","Tomatoes","65706","Ondo","1997","",".."
"388","Tomatoes","65706","Ondo","1998","",".."
"388","Tomatoes","65706","Ondo","1999","",".."
"388","Tomatoes","65706","Ondo","2000","",".."
"388","Tomatoes","65706","Ondo","2009","",".."
"388","Tomatoes","65706","Ondo","2010","",".."
"388","Tomatoes","65706","Ondo","2011","880",""
"388","Tomatoes","65706","Ondo","2012","900",""
"388","Tomatoes","65706","Ondo","2005","",".."
"388","Tomatoes","65706","Ondo","2006","",".."
"388","Tomatoes","65706","Ondo","2007","",".."
"388","Tomatoes","65706","Ondo","2008","",".."
"388","Tomatoes","2232","Ogun","2004","",".."
"388","Tomatoes","2232","Ogun","2003","",".."
"388","Tomatoes","2232","Ogun","2006","",".."
"388","Tomatoes","2232","Ogun","2005","",".."
"388","Tomatoes","2232","Ogun","2000","",".."
"388","Tomatoes","2232","Ogun","1999","",".."
"388","Tomatoes","2232","Ogun","2002","",".."
"388","Tomatoes","2232","Ogun","2001","",".."
"388","Tomatoes","2232","Ogun","2012","11500",""
"388","Tomatoes","2232","Ogun","2011","11030",""
"388","Tomatoes","65706","Ondo","1996","",".."
"388","Tomatoes","65706","Ondo","1995","",".."
"388","Tomatoes","2232","Ogun","2008","",".."
"388","Tomatoes","2232","Ogun","2007","",".."
"388","Tomatoes","2232","Ogun","2010","",".."
"388","Tomatoes","2232","Ogun","2009","",".."
"388","Tomatoes","2228","Kogi","2011","5140",""
"388","Tomatoes","2228","Kogi","2012","8400",""
"388","Tomatoes","2228","Kogi","2009","",".."
"388","Tomatoes","2228","Kogi","2010","",".."
"388","Tomatoes","2229","Kwara","1997","",".."
"388","Tomatoes","2229","Kwara","1998","",".."
"388","Tomatoes","2229","Kwara","1995","",".."
"388","Tomatoes","2229","Kwara","1996","",".."
"388","Tomatoes","2229","Kwara","2001","",".."
"388","Tomatoes","2229","Kwara","2002","",".."
"388","Tomatoes","2229","Kwara","1999","",".."
"388","Tomatoes","2229","Kwara","2000","",".."
"388","Tomatoes","2229","Kwara","2005","",".."
"388","Tomatoes","2229","Kwara","2006","",".."
"388","Tomatoes","2229","Kwara","2003","",".."
"388","Tomatoes","2229","Kwara","2004","",".."
"388","Tomatoes","2228","Kogi","1996","",".."
"388","Tomatoes","2228","Kogi","1995","",".."
"388","Tomatoes","2227","Kebbi","2012","18000",""
"388","Tomatoes","2227","Kebbi","2011","17450",""
"388","Tomatoes","2228","Kogi","2000","",".."
"388","Tomatoes","2228","Kogi","1999","",".."
"388","Tomatoes","2228","Kogi","1998","",".."
"388","Tomatoes","2228","Kogi","1997","",".."
"388","Tomatoes","2228","Kogi","2004","",".."
"388","Tomatoes","2228","Kogi","2003","",".."
"388","Tomatoes","2228","Kogi","2002","",".."
"388","Tomatoes","2228","Kogi","2001","",".."
"388","Tomatoes","2228","Kogi","2008","",".."
"388","Tomatoes","2228","Kogi","2007","",".."
"388","Tomatoes","2228","Kogi","2006","",".."
"388","Tomatoes","2228","Kogi","2005","",".."
"388","Tomatoes","2230","Lagos","2005","",".."
"388","Tomatoes","2230","Lagos","2006","",".."
"388","Tomatoes","2230","Lagos","2007","",".."
"388","Tomatoes","2230","Lagos","2008","",".."
"388","Tomatoes","2230","Lagos","2009","",".."
"388","Tomatoes","2230","Lagos","2010","",".."
"388","Tomatoes","2230","Lagos","2011","7970",""
"388","Tomatoes","2230","Lagos","2012","7500",""
"388","Tomatoes","65705","Nassarawa","1995","",".."
"388","Tomatoes","65705","Nassarawa","1996","",".."
"388","Tomatoes","65705","Nassarawa","1997","",".."
"388","Tomatoes","65705","Nassarawa","1998","",".."
"388","Tomatoes","65705","Nassarawa","1999","",".."
"388","Tomatoes","65705","Nassarawa","2000","",".."
"388","Tomatoes","65705","Nassarawa","2001","",".."
"388","Tomatoes","65705","Nassarawa","2002","",".."
"388","Tomatoes","2229","Kwara","2008","",".."
"388","Tomatoes","2229","Kwara","2007","",".."
"388","Tomatoes","2229","Kwara","2010","",".."
"388","Tomatoes","2229","Kwara","2009","",".."
"388","Tomatoes","2229","Kwara","2012","2900",""
"388","Tomatoes","2229","Kwara","2011","1680",""
"388","Tomatoes","2230","Lagos","1996","",".."
"388","Tomatoes","2230","Lagos","1995","",".."
"388","Tomatoes","2230","Lagos","1998","",".."
"388","Tomatoes","2230","Lagos","1997","",".."
"388","Tomatoes","2230","Lagos","2000","",".."
"388","Tomatoes","2230","Lagos","1999","",".."
"388","Tomatoes","2230","Lagos","2002","",".."
"388","Tomatoes","2230","Lagos","2001","",".."
"388","Tomatoes","2230","Lagos","2004","",".."
"388","Tomatoes","2230","Lagos","2003","",".."
"403","Onions, dry","65698","Abia","1995","","."
"403","Onions, dry","65698","Abia","1996","","."
"403","Onions, dry","65698","Abia","1997","","."
"403","Onions, dry","65698","Abia","1998","","."
"224","Kolanuts","2221","FCT, Abuja","2009","",".."
"224","Kolanuts","2221","FCT, Abuja","2010","",".."
"224","Kolanuts","2221","FCT, Abuja","2011","",".."
"224","Kolanuts","2221","FCT, Abuja","2012","",".."
"403","Onions, dry","65698","Abia","2003","","."
"403","Onions, dry","65698","Abia","2004","","."
"403","Onions, dry","65698","Abia","2005","","."
"403","Onions, dry","65698","Abia","2006","","."
"403","Onions, dry","65698","Abia","1999","","."
"403","Onions, dry","65698","Abia","2000","","."
"403","Onions, dry","65698","Abia","2001","","."
"403","Onions, dry","65698","Abia","2002","","."
"224","Kolanuts","2221","FCT, Abuja","1998","",".."
"224","Kolanuts","2221","FCT, Abuja","1997","",".."
"224","Kolanuts","2221","FCT, Abuja","2000","",".."
"224","Kolanuts","2221","FCT, Abuja","1999","",".."
"224","Kolanuts","65710","Zamfara","2012","",".."
"224","Kolanuts","65710","Zamfara","2011","",".."
"224","Kolanuts","2221","FCT, Abuja","1996","",".."
"224","Kolanuts","2221","FCT, Abuja","1995","",".."
"224","Kolanuts","2221","FCT, Abuja","2006","",".."
"224","Kolanuts","2221","FCT, Abuja","2005","",".."
"224","Kolanuts","2221","FCT, Abuja","2008","",".."
"224","Kolanuts","2221","FCT, Abuja","2007","",".."
"224","Kolanuts","2221","FCT, Abuja","2002","",".."
"224","Kolanuts","2221","FCT, Abuja","2001","",".."
"224","Kolanuts","2221","FCT, Abuja","2004","",".."
"224","Kolanuts","2221","FCT, Abuja","2003","",".."
"403","Onions, dry","2211","Adamawa","2011","33800",""
"403","Onions, dry","2211","Adamawa","2012","33800",""
"403","Onions, dry","2211","Adamawa","2009","",".."
"403","Onions, dry","2211","Adamawa","2010","",".."
"403","Onions, dry","2211","Adamawa","2007","",".."
"403","Onions, dry","2211","Adamawa","2008","",".."
"403","Onions, dry","2211","Adamawa","2005","",".."
"403","Onions, dry","2211","Adamawa","2006","",".."
"403","Onions, dry","2212","Akwa Ibom","2001","",".."
"403","Onions, dry","2212","Akwa Ibom","2002","",".."
"403","Onions, dry","2212","Akwa Ibom","1999","",".."
"403","Onions, dry","2212","Akwa Ibom","2000","",".."
"403","Onions, dry","2212","Akwa Ibom","1997","",".."
"403","Onions, dry","2212","Akwa Ibom","1998","",".."
"403","Onions, dry","2212","Akwa Ibom","1995","",".."
"403","Onions, dry","2212","Akwa Ibom","1996","",".."
"403","Onions, dry","2211","Adamawa","1996","",".."
"403","Onions, dry","2211","Adamawa","1995","",".."
"403","Onions, dry","65698","Abia","2012","","."
"403","Onions, dry","65698","Abia","2011","","."
"403","Onions, dry","65698","Abia","2010","","."
"403","Onions, dry","65698","Abia","2009","","."
"403","Onions, dry","65698","Abia","2008","","."
"403","Onions, dry","65698","Abia","2007","","."
"403","Onions, dry","2211","Adamawa","2004","",".."
"403","Onions, dry","2211","Adamawa","2003","",".."
"403","Onions, dry","2211","Adamawa","2002","",".."
"403","Onions, dry","2211","Adamawa","2001","",".."
"403","Onions, dry","2211","Adamawa","2000","",".."
"403","Onions, dry","2211","Adamawa","1999","",".."
"403","Onions, dry","2211","Adamawa","1998","",".."
"403","Onions, dry","2211","Adamawa","1997","",".."
"224","Kolanuts","2239","Taraba","1999","",".."
"224","Kolanuts","2239","Taraba","2000","",".."
"224","Kolanuts","2239","Taraba","2001","",".."
"224","Kolanuts","2239","Taraba","2002","",".."
"224","Kolanuts","2239","Taraba","2003","",".."
"224","Kolanuts","2239","Taraba","2004","",".."
"224","Kolanuts","2239","Taraba","2005","",".."
"224","Kolanuts","2239","Taraba","2006","5320",""
"224","Kolanuts","2239","Taraba","2007","7440",""
"224","Kolanuts","2239","Taraba","2008","5210",""
"224","Kolanuts","2239","Taraba","2009","5490",""
"224","Kolanuts","2239","Taraba","2010","",".."
"224","Kolanuts","2239","Taraba","2011","",".."
"224","Kolanuts","2239","Taraba","2012","",".."
"224","Kolanuts","2240","Yobe","1995","",".."
"224","Kolanuts","2240","Yobe","1996","",".."
"224","Kolanuts","65709","Sokoto","2002","",".."
"224","Kolanuts","65709","Sokoto","2001","",".."
"224","Kolanuts","65709","Sokoto","2004","",".."
"224","Kolanuts","65709","Sokoto","2003","",".."
"224","Kolanuts","65709","Sokoto","2006","",".."
"224","Kolanuts","65709","Sokoto","2005","",".."
"224","Kolanuts","65709","Sokoto","2008","",".."
"224","Kolanuts","65709","Sokoto","2007","",".."
"224","Kolanuts","65709","Sokoto","2010","",".."
"224","Kolanuts","65709","Sokoto","2009","",".."
"224","Kolanuts","65709","Sokoto","2012","",".."
"224","Kolanuts","65709","Sokoto","2011","",".."
"224","Kolanuts","2239","Taraba","1996","",".."
"224","Kolanuts","2239","Taraba","1995","",".."
"224","Kolanuts","2239","Taraba","1998","",".."
"224","Kolanuts","2239","Taraba","1997","",".."
"224","Kolanuts","65710","Zamfara","1997","",".."
"224","Kolanuts","65710","Zamfara","1998","",".."
"224","Kolanuts","65710","Zamfara","1995","",".."
"224","Kolanuts","65710","Zamfara","1996","",".."
"224","Kolanuts","65710","Zamfara","2001","",".."
"224","Kolanuts","65710","Zamfara","2002","",".."
"224","Kolanuts","65710","Zamfara","1999","",".."
"224","Kolanuts","65710","Zamfara","2000","",".."
"224","Kolanuts","65710","Zamfara","2005","",".."
"224","Kolanuts","65710","Zamfara","2006","",".."
"224","Kolanuts","65710","Zamfara","2003","",".."
"224","Kolanuts","65710","Zamfara","2004","",".."
"224","Kolanuts","65710","Zamfara","2009","",".."
"224","Kolanuts","65710","Zamfara","2010","",".."
"224","Kolanuts","65710","Zamfara","2007","",".."
"224","Kolanuts","65710","Zamfara","2008","",".."
"224","Kolanuts","2240","Yobe","2000","",".."
"224","Kolanuts","2240","Yobe","1999","",".."
"224","Kolanuts","2240","Yobe","1998","",".."
"224","Kolanuts","2240","Yobe","1997","",".."
"224","Kolanuts","2240","Yobe","2004","",".."
"224","Kolanuts","2240","Yobe","2003","",".."
"224","Kolanuts","2240","Yobe","2002","",".."
"224","Kolanuts","2240","Yobe","2001","",".."
"224","Kolanuts","2240","Yobe","2008","",".."
"224","Kolanuts","2240","Yobe","2007","",".."
"224","Kolanuts","2240","Yobe","2006","",".."
"224","Kolanuts","2240","Yobe","2005","",".."
"224","Kolanuts","2240","Yobe","2012","",".."
"224","Kolanuts","2240","Yobe","2011","",".."
"224","Kolanuts","2240","Yobe","2010","",".."
"224","Kolanuts","2240","Yobe","2009","",".."
